448,52.5,22.7,3.36,2021-04-23T13:34:23.000
449,51.0,23.2,1.06,2021-04-23T13:39:24.000
450,50.5,23.3,1.66,2021-04-23T13:44:25.000
451,51.0,22.8,1.44,2021-04-23T13:49:25.000
452,51.5,22.7,2.05,2021-04-23T13:54:25.000
453,53.0,22.8,1.86,2021-04-23T13:59:25.000
454,50.0,23.2,3.22,2021-04-23T14:04:25.000
455,51.0,23.1,2.04,2021-04-23T14:09:25.000
456,52.5,22.9,3.74,2021-04-23T14:14:25.000
457,50.5,22.9,2.54,2021-04-23T14:19:26.000
458,50.5,22.9,4.15,2021-04-23T14:24:26.000
459,50.5,22.9,1.9,2021-04-23T14:29:26.000
460,50.0,23.0,1.74,2021-04-23T14:34:27.000
461,50.0,23.1,2.17,2021-04-23T14:39:27.000
462,49.5,23.2,1.39,2021-04-23T14:44:28.000
463,50.0,23.2,2.35,2021-04-23T14:49:28.000
464,50.0,23.3,0.97,2021-04-23T14:54:28.000
465,49.0,23.5,0.71,2021-04-23T14:59:28.000
466,50.0,23.4,0.75,2021-04-23T15:04:28.000
467,50.0,23.3,2.1,2021-04-23T15:09:29.000
468,51.0,23.3,0.84,2021-04-23T15:14:29.000
